4.2,5.1,0.21
0.55,0.55,0.0
1.56,1.65,0.05
0.78,0.68,0.12
4.15,3.56,0.14
5.71,6.61,0.15
4.16,3.58,0.14
0.8,0.78,0.02
0.56,0.55,0.02
5.88,5.88,0.0
2.51,2.66,0.05
2.23,1.88,0.15
2.56,2.25,0.12
6.51,6.76,0.03
2.3,1.9,0.17
3.08,3.15,0.02
5.18,4.96,0.04
6.6,5.3,0.19
4.85,4.01,0.17
1.63,1.73,0.06
3.33,3.7,0.11
2.5,3.11,0.24
1.36,1.15,0.15
9.56,8.56,0.10
2.85,3.41,0.19
5.25,4.63,0.11
4.13,3.46,0.16
4.05,4.88,0.20
6.9,4.05,0.41
2.8,1.96,0.29
6.51,5.85,0.10
3.15,3.05,0.03
3.31,3.53,0.06
3.28,3.65,0.11
3.2,3.13,0.02
3.83,4.5,0.17
0.65,0.66,0.02
5.13,5.18,0.00
3.4,2.73,0.19
2.66,2.55,0.04
5.9,5.06,0.14
2.51,2.41,0.03
1.18,1.16,0.01
5.43,6.33,0.16
3.2,3.66,0.14
0.73,0.78,0.06
0.53,0.53,0.0
1.06,1.06,0.0
2.75,3.53,0.28
2.63,4.13,0.56
4.71,4.38,0.07
3.26,3.2,0.02
1.81,1.76,0.02
2.33,2.6,0.11
2.95,2.91,0.01
3.43,4.28,0.24
3.86,4.06,0.05
4.31,4.78,0.10
2.56,2.61,0.01
1.75,1.86,0.06
1.33,0.68,0.48
1.31,1.26,0.03
1.26,1.43,0.13
0.46,0.46,0.0
0.63,0.51,0.18
4.53,3.85,0.15
5.43,4.58,0.15
1.6,1.91,0.19
0.51,0.5,0.03
3.15,1.78,0.43
3.88,3.63,0.06
7.06,3.7,0.47
0.8,0.76,0.04
1.35,1.36,0.01
4.63,3.46,0.25
2.71,3.03,0.11
3.16,3.58,0.13
4.63,4.56,0.01
6.18,6.53,0.05
11.1,11.0,0.00
2.21,2.26,0.02
3.38,2.96,0.12
2.25,2.85,0.26
3.71,3.71,0.0
3.05,3.4,0.11
1.45,1.48,0.02
7.88,5.16,0.34
5.8,4.88,0.15
0.56,0.56,0.0
3.01,3.91,0.29
0.86,0.83,0.03
3.68,3.4,0.07
5.36,4.58,0.14
5.48,4.15,0.24
4.15,4.01,0.03
4.73,4.71,0.00
6.45,5.98,0.07
2.86,2.96,0.03
1.68,1.41,0.15
4.41,2.78,0.36
3.2,2.73,0.14
3.21,2.98,0.07
3.11,3.53,0.13
5.45,5.35,0.01
3.53,3.65,0.03
8.05,9.75,0.21
3.33,3.13,0.06
2.45,2.23,0.08
2.15,2.25,0.04
4.35,4.3,0.01
4.98,5.86,0.17
0.58,0.65,0.11
2.5,2.6,0.04
4.65,4.33,0.06
2.81,2.3,0.18
7.4,3.88,0.47
2.85,3.8,0.33
3.35,2.6,0.22
1.93,2.21,0.14
3.18,2.61,0.17
4.58,3.75,0.18
4.35,3.85,0.11
0.51,0.55,0.06
5.16,6.5,0.25
4.1,4.33,0.05
3.45,1.63,0.52
1.3,1.16,0.10
0.7,0.7,0.0
1.76,2.36,0.33
2.66,2.31,0.13
2.03,2.7,0.32
2.35,2.3,0.02
4.38,3.21,0.26
4.4,3.6,0.18
0.71,0.71,0.0
2.8,2.08,0.25
3.2,3.75,0.17
2.96,4.5,0.51
2.15,2.56,0.19
1.41,1.7,0.19
6.15,2.06,0.66
4.0,2.6,0.35
5.71,4.0,0.30
5.86,4.18,0.28
5.46,2.9,0.46
4.45,5.96,0.34
5.66,4.76,0.15
1.78,1.43,0.19
2.71,2.4,0.11
3.43,2.95,0.14
1.56,1.76,0.12
3.18,2.91,0.08
3.81,4.55,0.19
11.9,10.8,0.09
1.13,1.26,0.11
4.23,4.98,0.17
3.26,2.6,0.20
1.28,1.3,0.01
2.46,2.56,0.04
3.16,3.0,0.05
2.61,3.53,0.35
10.3,9.2,0.10
2.28,2.91,0.27
5.25,3.9,0.25
6.51,5.23,0.19
1.05,1.01,0.03
1.31,0.76,0.41
5.28,4.26,0.19
0.81,0.8,0.02
1.35,2.73,1.02
1.66,1.71,0.02
2.05,2.11,0.03
3.35,2.18,0.34
5.0,5.06,0.01
4.78,5.1,0.06
3.61,3.9,0.07
1.53,1.55,0.01
2.16,2.33,0.07
2.56,2.41,0.05
4.95,4.86,0.01
1.46,1.46,0.0
1.73,2.35,0.35
11.5,3.51,0.69
1.6,2.43,0.52
4.26,4.95,0.16
3.55,3.96,0.11
1.15,1.11,0.02
2.18,2.21,0.01
3.55,3.15,0.11
4.63,3.81,0.17
2.61,1.8,0.31
1.15,1.18,0.02
0.46,0.5,0.07
2.51,3.96,0.57
3.68,4.03,0.09
4.75,4.11,0.13
3.1,3.48,0.12
0.91,3.03,2.30
3.31,2.81,0.15
3.45,3.81,0.10
4.08,3.65,0.10
0.5,0.53,0.06
5.43,6.4,0.17
4.66,5.53,0.18
7.38,4.33,0.41
3.48,3.45,0.00
5.7,5.16,0.09
1.15,1.26,0.10
6.0,1.71,0.71
9.75,4.73,0.51
3.36,3.63,0.07
1.9,1.86,0.01
1.93,2.96,0.53
2.18,1.75,0.19
1.35,1.63,0.20
1.93,2.58,0.33
3.41,3.43,0.00
15.3,5.3,0.65
0.53,0.55,0.03
0.91,0.95,0.03
5.05,3.58,0.29
4.5,4.61,0.02
1.81,1.95,0.07
4.31,3.66,0.15
1.1,1.53,0.39
3.46,4.18,0.20
0.65,0.65,0.0
1.98,2.33,0.17
7.23,6.75,0.06
2.35,1.98,0.15
7.13,4.83,0.32
16.7,3.38,0.79
5.08,3.3,0.35
2.8,2.9,0.03
8.48,9.83,0.15
1.21,0.8,0.34
1.5,1.51,0.01
1.5,1.45,0.03
0.66,0.63,0.05
5.05,5.18,0.02
1.8,2.03,0.12
11.0,2.55,0.76
0.88,1.11,0.26
4.63,3.78,0.18
2.51,2.41,0.03
3.25,2.13,0.34
2.63,3.31,0.25
6.15,5.63,0.08
1.46,2.3,0.56
1.43,1.36,0.04
4.23,4.31,0.01
0.71,0.7,0.02
0.83,0.76,0.07
1.36,1.28,0.06
1.38,1.63,0.18
2.98,4.11,0.37
5.88,2.73,0.53
0.86,0.96,0.11
1.58,1.36,0.13
0.66,0.68,0.02
2.26,2.7,0.19
4.41,4.76,0.07
3.38,3.73,0.10
2.28,3.76,0.64
1.36,1.5,0.09
11.0,11.1,0.00
2.01,1.11,0.44
3.55,3.43,0.03
2.15,2.18,0.01
5.35,3.3,0.38
3.33,2.7,0.18
0.93,0.9,0.03
1.8,1.75,0.02
0.93,0.93,0.0
2.76,2.65,0.04
2.15,2.9,0.34
1.6,1.18,0.26
5.6,5.66,0.01
4.68,4.98,0.06
2.35,2.75,0.17
0.73,0.71,0.02
1.18,1.63,0.38
5.95,5.83,0.01
1.98,2.2,0.10
0.7,0.58,0.16
2.9,2.91,0.00
3.86,3.4,0.12
4.48,4.01,0.10
0.68,0.68,0.0
1.6,1.38,0.13
4.11,2.48,0.39
3.51,2.51,0.28
0.78,1.08,0.38
0.7,0.7,0.0
1.38,1.61,0.16
3.06,3.31,0.08
0.63,0.65,0.02
7.28,7.58,0.04
3.66,3.68,0.00
5.18,5.46,0.05
3.55,2.8,0.21
1.73,1.43,0.17
2.41,2.1,0.13
2.9,2.58,0.10
3.68,2.9,0.21
5.38,4.48,0.16
0.88,0.91,0.03
4.4,5.03,0.14
0.76,0.98,0.28
3.01,4.51,0.49
4.18,4.1,0.01
3.01,3.68,0.22
3.1,3.3,0.06
6.7,5.08,0.24
1.68,1.23,0.26
1.93,1.56,0.18
3.23,3.7,0.14
5.15,4.11,0.20
3.98,3.85,0.03
0.73,0.75,0.02
2.81,3.85,0.36
3.75,3.23,0.13
3.15,2.33,0.25
3.01,3.03,0.00
4.36,2.65,0.39
5.7,4.33,0.23
2.51,3.91,0.55
3.13,3.16,0.01
1.11,1.11,0.0
3.4,4.16,0.22
1.66,4.01,1.40
2.65,2.91,0.10
1.06,1.13,0.06
2.0,0.93,0.53
9.51,9.15,0.03
4.38,3.66,0.16
5.88,5.7,0.03
2.53,2.65,0.04
1.45,1.41,0.02
6.26,6.48,0.03
5.1,4.16,0.18
2.41,1.88,0.22
6.41,7.2,0.12
3.83,3.5,0.08
7.01,5.76,0.17
2.6,3.25,0.24
4.8,5.51,0.14
5.11,4.16,0.18
0.41,0.45,0.07
1.88,1.73,0.07
1.5,0.75,0.5
2.15,2.01,0.06
2.38,2.41,0.01
3.68,3.35,0.09
6.93,3.96,0.42
3.65,3.25,0.10
1.63,0.5,0.69
1.33,1.01,0.23
2.91,2.25,0.22
3.08,2.96,0.03
1.61,1.33,0.17
0.45,0.6,0.33
2.48,2.93,0.18
7.13,6.86,0.03
0.7,0.7,0.0
3.4,2.65,0.22
7.88,6.25,0.20
2.85,2.51,0.11
4.21,4.18,0.00
2.56,2.55,0.00
1.98,1.81,0.08
3.66,3.7,0.00
10.1,4.45,0.55
0.48,0.51,0.06
0.53,0.5,0.06
3.48,4.0,0.14
4.5,4.13,0.08
6.45,4.95,0.23
3.5,3.86,0.10
1.76,1.66,0.05
3.11,3.76,0.20
2.16,2.75,0.26
2.03,1.98,0.02
2.41,2.38,0.01
5.56,4.0,0.28
6.53,6.05,0.07
2.83,2.93,0.03
2.31,3.03,0.30
1.6,1.7,0.06
2.53,1.7,0.32
4.83,5.8,0.20
4.5,4.91,0.09
3.85,3.53,0.08
1.03,1.06,0.03
5.26,5.26,0.0
1.98,1.18,0.40
9.48,7.01,0.26
3.51,4.45,0.26
1.61,1.68,0.04
3.2,3.2,0.0
7.13,7.03,0.01
2.6,2.58,0.00
6.98,7.93,0.13
0.76,0.78,0.02
3.51,2.58,0.26
5.21,5.1,0.02
5.08,6.38,0.25
4.0,4.16,0.04
1.4,1.35,0.03
7.16,3.56,0.50
2.18,2.95,0.35
0.81,0.96,0.18
1.56,1.58,0.01
1.65,1.91,0.16
3.58,3.21,0.10
1.68,1.61,0.03
8.33,2.75,0.66
4.4,4.33,0.01
4.98,4.73,0.05
0.76,0.8,0.04
1.06,1.01,0.04
4.03,3.86,0.04
2.61,2.76,0.05
2.36,2.31,0.02
6.01,7.41,0.23
1.86,2.05,0.09
7.31,5.5,0.24
0.5,0.51,0.03
2.0,2.05,0.02
2.51,2.33,0.07
2.85,4.26,0.49
0.71,0.7,0.02
1.31,1.43,0.08
3.8,3.9,0.02
1.83,2.08,0.13
1.93,2.16,0.12
0.93,0.91,0.01
2.35,2.76,0.17
2.41,2.98,0.23
3.6,3.45,0.04
4.38,5.2,0.18
3.83,3.51,0.08
2.18,2.68,0.22
1.68,1.85,0.09
4.08,3.25,0.20
3.45,2.45,0.28
3.48,2.88,0.17
8.4,2.88,0.65
2.53,2.53,0.0
0.71,0.71,0.0
3.25,3.36,0.03
1.93,2.41,0.25
1.5,1.53,0.02
2.51,2.21,0.11
8.56,3.88,0.54
2.58,1.98,0.23
6.2,5.08,0.18
1.66,1.26,0.23
2.51,2.76,0.09
3.33,3.18,0.04
2.36,2.01,0.14
1.63,1.26,0.22
2.66,1.38,0.48
0.55,0.51,0.06
3.13,2.51,0.19
3.23,2.86,0.11
0.45,0.45,0.0
1.98,2.45,0.23
2.78,2.98,0.07
9.11,5.98,0.34
4.61,3.48,0.24
8.65,6.36,0.26
2.3,2.33,0.01
2.7,2.61,0.03
6.76,6.55,0.03
2.41,2.88,0.19
4.35,5.4,0.24
5.85,6.78,0.15
2.31,2.18,0.05
1.96,2.63,0.33
8.61,8.0,0.07
0.88,0.9,0.01
1.0,1.41,0.41
3.21,3.81,0.18
0.51,0.5,0.03
5.85,5.55,0.05
2.06,2.53,0.22
5.58,4.73,0.15
4.71,5.2,0.10
4.61,1.85,0.59
2.25,1.93,0.14
0.58,0.6,0.02
1.43,2.11,0.47
0.78,0.8,0.02
1.81,2.46,0.35
2.35,3.51,0.49
3.23,3.45,0.06
2.75,3.46,0.26
2.06,2.06,0.0
0.58,0.55,0.05
10.2,5.93,0.42
4.7,4.46,0.04
3.43,3.13,0.08
1.98,2.83,0.42
3.18,3.48,0.09
12.9,4.16,0.67
0.7,0.7,0.0
1.33,1.35,0.01
2.15,3.46,0.61
3.05,2.11,0.30
2.9,3.41,0.17
4.21,2.23,0.47
2.98,3.2,0.07
3.21,3.48,0.08
2.08,2.46,0.18
2.8,2.68,0.04
2.43,3.48,0.43
4.43,3.85,0.13
4.06,5.23,0.28
3.3,3.4,0.03
3.95,3.75,0.05
5.08,5.31,0.04
3.68,2.66,0.27
0.83,0.81,0.01
2.75,3.31,0.20
5.01,1.06,0.78
4.88,3.61,0.25
3.35,3.8,0.13
1.73,1.73,0.0
1.36,1.81,0.32
0.45,0.5,0.11
3.5,3.86,0.10
2.53,2.25,0.11
0.51,0.51,0.0
2.55,2.73,0.07
6.71,7.2,0.07
1.5,1.9,0.26
11.8,1.48,0.87
1.28,1.33,0.03
1.88,0.96,0.48
1.73,1.73,0.0
1.68,1.73,0.02
2.13,1.68,0.21
0.6,0.6,0.0
7.13,4.61,0.35
4.63,4.7,0.01
5.3,4.03,0.23
2.46,2.46,0.0
2.98,2.96,0.00
2.38,1.06,0.55
0.85,0.88,0.03
5.2,1.7,0.67
1.81,2.33,0.28
2.56,2.23,0.12
3.53,2.56,0.27
20.2,3.28,0.83
1.66,2.15,0.28
0.96,1.58,0.63
1.8,4.58,1.54
2.21,2.2,0.00
2.8,2.66,0.04
1.73,1.83,0.05
1.88,2.46,0.30
2.21,2.23,0.00
6.46,7.23,0.11
1.76,1.58,0.10
2.15,1.86,0.13
5.15,4.1,0.20
0.96,1.21,0.25
4.2,4.35,0.03
1.11,0.95,0.14
2.56,2.45,0.04
3.0,2.81,0.06
3.68,3.75,0.01
6.88,4.91,0.28
4.71,4.41,0.06
4.71,4.95,0.04
6.85,5.95,0.13
1.78,2.36,0.32
2.4,2.71,0.13
2.1,2.93,0.39
1.98,2.16,0.09
3.15,4.46,0.41
1.58,1.6,0.01
1.83,1.91,0.04
5.95,4.63,0.22
1.06,1.21,0.14
0.78,0.8,0.02
2.9,2.1,0.27
3.35,3.11,0.06
0.73,0.7,0.04
2.9,2.5,0.13
2.38,1.41,0.40
0.83,1.16,0.40
6.36,2.91,0.54
1.75,2.3,0.31
2.46,2.26,0.08
1.31,0.95,0.27
1.05,3.36,2.20
1.63,2.31,0.41
1.86,2.56,0.37
0.61,0.6,0.02
4.33,4.81,0.11
4.98,2.26,0.54
4.9,4.98,0.01
1.9,2.3,0.21
4.41,3.4,0.23
1.96,1.83,0.06
3.55,3.56,0.00
1.46,1.46,0.0
1.8,1.4,0.22
8.68,6.55,0.24
2.96,3.08,0.03
2.86,3.28,0.14
0.78,0.8,0.02
3.15,3.25,0.03
1.6,1.48,0.07
2.7,3.1,0.14
4.58,3.93,0.14
4.55,3.81,0.16
1.8,2.06,0.14
1.81,1.78,0.01
2.18,2.23,0.02
4.6,4.23,0.07
4.96,2.88,0.41
0.81,0.98,0.20
0.8,0.81,0.02
2.4,2.08,0.13
2.83,4.6,0.62
1.48,1.23,0.16
4.03,3.83,0.04
7.28,7.6,0.04
2.06,2.28,0.10
2.91,3.05,0.04
1.43,1.46,0.02
1.93,1.78,0.07
7.03,5.2,0.26
2.36,3.43,0.45
2.4,2.08,0.13
3.78,3.58,0.05
0.4,0.41,0.04
2.31,2.2,0.05
2.68,2.41,0.09
9.08,4.03,0.55
1.5,1.4,0.06
2.38,3.05,0.27
4.4,3.93,0.10
0.63,0.66,0.05
3.5,4.1,0.17
3.66,3.31,0.09
6.13,7.01,0.14
0.83,0.91,0.10
0.8,0.83,0.04
2.91,2.88,0.01
3.76,3.5,0.07
6.16,3.93,0.36
3.06,2.55,0.16
8.38,4.93,0.41
1.6,1.71,0.07
1.71,2.15,0.25
2.33,1.8,0.22
1.4,1.61,0.15
12.3,8.63,0.29
5.23,4.81,0.07
5.51,4.06,0.26
2.73,2.71,0.00
4.66,3.68,0.21
2.8,2.8,0.0
2.31,2.93,0.26
2.85,5.6,0.96
1.93,2.58,0.33
3.46,1.81,0.47
5.95,5.96,0.00
2.16,6.26,1.89
5.78,7.15,0.23
5.0,5.46,0.09
1.08,1.53,0.41
3.98,3.35,0.15
16.5,3.2,0.80
1.4,1.75,0.25
0.8,0.81,0.02
1.58,1.68,0.06
4.86,3.55,0.27
2.55,2.61,0.02
2.03,2.23,0.09
1.68,2.15,0.27
2.8,3.46,0.23
7.28,3.16,0.56
6.15,4.05,0.34
0.48,0.5,0.03
5.46,7.05,0.28
1.41,1.48,0.04
3.65,2.65,0.27
2.0,1.6,0.19
2.68,2.21,0.17
6.93,3.0,0.56
2.88,3.88,0.34
2.51,3.55,0.41
3.01,2.56,0.14
1.28,1.4,0.09
4.3,5.78,0.34
2.18,2.45,0.12
5.16,4.78,0.07
0.98,1.01,0.03
4.0,3.71,0.07
4.98,5.46,0.09
0.76,0.76,0.0
2.75,2.66,0.03
3.41,2.96,0.13
8.36,6.95,0.16
1.28,1.21,0.05
3.93,4.73,0.20
3.18,4.31,0.35
4.15,4.3,0.03
2.05,3.68,0.79
4.55,4.7,0.03
4.18,3.36,0.19
5.35,3.55,0.33
2.0,2.0,0.0
2.91,3.3,0.13
2.86,3.3,0.15
1.58,1.48,0.06
5.16,2.03,0.60
2.76,2.65,0.04
1.51,1.55,0.02
2.1,2.4,0.14
6.61,7.16,0.08
0.45,0.5,0.11
2.66,4.6,0.72
7.4,2.11,0.71
3.93,4.15,0.05
2.38,3.05,0.27
1.85,1.88,0.01
2.65,2.98,0.12
5.23,5.8,0.10
3.21,2.5,0.22
3.18,3.3,0.03
2.68,2.85,0.06
2.83,1.58,0.44
2.01,2.13,0.05
3.88,4.15,0.06
1.3,1.5,0.15
1.75,1.96,0.12
5.85,5.98,0.02
5.26,3.35,0.36
3.26,4.8,0.46
0.81,1.03,0.26
0.9,0.93,0.03
1.66,2.05,0.22
4.8,4.73,0.01
1.55,1.46,0.05
1.36,1.31,0.03
0.26,0.5,0.87
5.55,5.41,0.02
3.71,3.75,0.00
1.1,1.11,0.01
4.4,3.85,0.12
2.66,3.36,0.26
3.23,1.75,0.45
5.66,5.55,0.02
2.4,1.66,0.30
2.81,3.36,0.19
5.71,4.63,0.18
7.1,4.41,0.37
3.86,3.91,0.01
2.88,2.95,0.02
1.63,2.16,0.32
3.93,4.16,0.05
5.6,7.5,0.33
2.16,2.68,0.23
2.68,1.96,0.26
3.65,4.5,0.23
1.43,1.4,0.02
1.4,1.26,0.09
5.66,5.3,0.06
0.95,0.71,0.24
2.88,1.51,0.47
4.4,3.25,0.26
1.35,1.31,0.02
2.75,3.11,0.13
4.53,2.81,0.37
1.91,1.53,0.20
1.01,1.03,0.01
2.05,1.76,0.13
1.61,1.78,0.10
11.6,4.4,0.62
1.68,2.16,0.28
6.11,3.8,0.37
3.2,3.08,0.03
1.83,2.0,0.09
2.55,3.46,0.35
1.95,2.33,0.19
1.68,1.73,0.02
1.75,1.68,0.03
11.5,12.5,0.08
4.13,3.43,0.16
1.11,1.13,0.01
0.9,0.93,0.03
3.6,2.53,0.29
3.55,2.91,0.17
5.65,4.21,0.25
3.11,4.25,0.36
3.38,3.31,0.01
1.73,2.6,0.50
0.73,0.76,0.04
1.06,0.91,0.14
3.15,4.11,0.30
2.56,2.86,0.11
1.46,1.45,0.01
4.26,4.16,0.02
5.8,4.85,0.16
3.03,2.35,0.22
3.48,4.08,0.17
4.8,4.63,0.03
2.06,2.55,0.23
6.73,5.46,0.18
0.93,1.18,0.26
0.81,0.81,0.0
6.25,5.3,0.15
1.26,1.3,0.02
1.5,1.21,0.18
2.95,2.83,0.03
2.45,3.31,0.35
6.83,7.13,0.04
3.3,3.08,0.06
1.91,2.0,0.04
0.93,1.1,0.17
2.05,2.18,0.06
4.31,2.85,0.33
2.56,2.81,0.09
0.96,1.48,0.53
3.68,4.33,0.17
1.71,1.8,0.04
4.18,3.76,0.09
0.7,0.68,0.02
6.18,6.56,0.06
2.96,3.93,0.32
2.78,2.03,0.26
5.91,5.45,0.07
4.41,4.21,0.04
2.53,2.3,0.09
5.58,3.9,0.30
3.71,3.81,0.02
2.1,3.06,0.46
4.31,4.01,0.06
2.31,2.21,0.04
1.53,1.6,0.04
4.21,4.26,0.01
4.68,2.75,0.41
3.58,3.08,0.13
6.03,5.85,0.03
2.5,2.33,0.06
4.3,4.01,0.06
0.53,0.51,0.03
4.48,5.0,0.11
0.88,0.93,0.05
2.31,3.0,0.29
7.08,4.8,0.32
2.86,3.68,0.28
1.0,1.08,0.08
3.63,3.13,0.13
5.2,5.43,0.04
19.1,15.4,0.19
4.76,4.55,0.04
6.33,6.2,0.02
1.68,2.0,0.18
2.96,2.53,0.14
2.13,2.26,0.06
2.91,3.61,0.23
2.05,2.71,0.32
3.85,4.25,0.10
1.35,0.95,0.29
5.41,5.2,0.04
4.03,4.16,0.03
1.68,1.71,0.01
2.53,2.76,0.09
2.25,2.26,0.00
0.71,0.81,0.13
4.6,3.88,0.15
2.43,2.86,0.17
2.01,2.15,0.06
4.03,3.3,0.18
2.06,2.5,0.20
1.93,2.33,0.20
6.28,5.36,0.14
6.15,4.76,0.22
5.53,6.5,0.17
1.8,2.43,0.35
0.45,0.5,0.11
2.81,2.5,0.11
5.7,4.95,0.13
5.61,4.68,0.16
3.06,3.46,0.13
3.06,3.15,0.02
1.55,1.56,0.01
3.18,2.36,0.25
4.76,5.28,0.10
3.01,3.1,0.02
7.38,5.21,0.29
2.45,2.31,0.05
15.6,6.4,0.59
2.8,3.96,0.41
4.25,3.85,0.09
2.2,2.85,0.29
8.3,6.0,0.27
0.93,0.88,0.05
1.05,1.16,0.11
2.6,3.06,0.17
1.25,1.35,0.08
0.91,0.95,0.03
0.63,0.63,0.0
1.68,2.18,0.29
16.9,5.01,0.70
11.3,2.91,0.74
3.63,3.73,0.02
2.7,2.85,0.05
3.33,3.66,0.10
5.53,7.0,0.26
7.41,7.36,0.00
0.9,0.88,0.01
2.23,2.55,0.14
1.7,2.03,0.19
6.63,6.3,0.05
2.18,3.28,0.50
1.2,1.1,0.08
2.83,3.1,0.09
0.73,0.75,0.02
1.0,0.96,0.03
5.18,5.65,0.09
1.55,1.26,0.18
3.35,2.85,0.14
2.48,2.55,0.02
2.3,1.78,0.22
3.86,3.26,0.15
2.48,4.08,0.64
0.58,0.6,0.02
7.66,3.53,0.53
4.01,4.05,0.00
